TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player
51,182,BJ Watling,bowled,,1,2,v New Zealand,Southampton,England,18-Jun-21,Test # 2425,shami-wkt-182,"bowled 'im! A beauty from Shami! Full enough, catches him cold, darts past the outside edge and smashes into the top of middle and off! India are landing their punches now, oh yes! Beautifully straight seam and it nips away, no footwork from Watling, done like a kipper.",,,"182. BJ Watling b  Shami
Test Match#: 51.0: v New Zealand at Southampton in 2021 (1st innings)",Shami
51,183,C de Grandhomme,lbw,,13,2,v New Zealand,Southampton,England,18-Jun-21,Test # 2425,shami-wkt-183,"given! Superb bowling from Shami, and he trapped CdG on the crease there. He consults with Williamson and decides not to review Richard Illingworth's decision. Goes wider on the crease, gets this to come back into de Grandhomme, who plays back to a length ball and ends up defending a long way outside the line. Hit on the back pad, and it looked very out. Could height have saved de Grandhomme? We'll have to wait for ball-tracking to see. Nah, he just played back when he shouldn't have. Umpire's call on impact (just in line with off stump), but it was crashing into the stumps there. Nipped back off the seam, so no time for the batter to adjust.",,,"183. C de Grandhomme lbw  Shami
Test Match#: 51.0: v New Zealand at Southampton in 2021 (1st innings)",Shami
51,184,KA Jamieson,caught,JJ Bumrah,21,2,v New Zealand,Southampton,England,18-Jun-21,Test # 2425,shami-wkt-184,"bounces him again, top-edged and taken at long leg! Bumrah steadies himself and holds in a yard or so in front of the rope. The counterattack is over, fourth wicket of the innings for Shami. He's taken a bit of tap, but gets his man.",,return catch,"184. KA Jamieson c JJ Bumrah b Shami
Test Match#: 51.0: v New Zealand at Southampton in 2021 (1st innings)",Shami
52,185,DP Sibley,caught,KL Rahul,18,1,v England,Nottingham,England,04-Aug-21,Test # 2428,shami-wkt-185,"got him, can't say that was planned. Fullish, angling into the stumps, and Sibley flicks it in the air, straight to the fielder at short midwicket. He didn't quite get his head on top of the ball there, and ended up meeting the ball in front of his body. Also looks like he closed his bat face a touch early, and it went off - not the leading edge, but the leading half of the bat.",,InField,"185. DP Sibley c KL Rahul b Shami
Test Match#: 52.0: v England at Nottingham in 2021 (1st innings)",Shami
52,186,JM Bairstow,lbw,,29,1,v England,Nottingham,England,04-Aug-21,Test # 2428,shami-wkt-186,"full and straight! If this isn't an inside-edge Bairstow could be in trouble! Sure enough, India review. Pinned on the crease, tight line with late movement back into the front pad... doesn't look like an inside-edge, but a ricochet off the front to back pad may have caused a double noise... and yep, that is plumb!.",,,"186. JM Bairstow lbw  Shami
Test Match#: 52.0: v England at Nottingham in 2021 (1st innings)",Shami
52,187,DW Lawrence,caught,RR Pant,0,1,v England,Nottingham,England,04-Aug-21,Test # 2428,shami-wkt-187,"Shami's struck again, has he? Yup, Lawrence is walking off, no review. Length ball, down the leg side, and Lawrence flicks and sends a little tickle down to Pant. Two in one over, and England's lower order might have to do a 2018 again to pull them out of this hole.",,Keeper,"187. DW Lawrence c RR Pant b Shami
Test Match#: 52.0: v England at Nottingham in 2021 (1st innings)",Shami
52,188,OE Robinson,caught,AM Rahane,15,3,v England,Nottingham,England,04-Aug-21,Test # 2428,shami-wkt-188,"makes room to leg, and slices his slash to deep third man! He had to go for broke, Bumrah wasn't go to let Anderson hang around for long. Rahane didn't have to move, five metres in from the rope at a deepish fly slip.",,Outfield,"188. OE Robinson c AM Rahane b Shami
Test Match#: 52.0: v England at Nottingham in 2021 (2nd innings)",Shami
53,189,RJ Burns,lbw,,49,2,v England,Lord's,England,12-Aug-21,Test # 2429,shami-wkt-189,"pinned on the pads, and given! Burns looks filthy with this decision from Richard Illingworth and reviews, but it could be tight if there's no inside edge. Hits the seam, jags in to beat the bat then raps the knee roll, was it bouncing over? No! Smashing into middle and leg, three reds! Massive breakthrough for India, greeted by Kohli with the double fist pump!.",,,"189. RJ Burns lbw  Shami
Test Match#: 53.0: v England at Lord's in 2021 (1st innings)",Shami
53,190,JM Anderson,bowled,,0,2,v England,Lord's,England,12-Aug-21,Test # 2429,shami-wkt-190,"oh man, after defending 15 balls, Anderson has a bit of a drive at a full 16th one, and he misses. Shami hits the top of off. And, now, this one is not a no-ball. Root won't have a shot at the double hundred, but he has set England up in this Test.",,,"190. JM Anderson b  Shami
Test Match#: 53.0: v England at Lord's in 2021 (1st innings)",Shami
53,191,DP Sibley,caught,RR Pant,0,4,v England,Lord's,England,12-Aug-21,Test # 2429,shami-wkt-191,"what a beauty from Shami. Sibley walks. It is like facing legcutters at 140ks. Just too good. On a length, on off, holding its line against the angle, squaring him up, taking the nick.",,Keeper,"191. DP Sibley c RR Pant b Shami
Test Match#: 53.0: v England at Lord's in 2021 (2nd innings)",Shami
54,192,RJ Burns,bowled,,61,2,v England,Leeds,England,25-Aug-21,Test # 2432,shami-wkt-192,"bowled him, superb delivery from Shami! Two balls after he found the outside edge with one that straightened away, he bowls the same sort of fullish length, outside off, and gets the ball to nip back in. Burns presses forward to defend, leaving a bit of a gap between bat and pad, and Shami sneaks through it to hit the top of off. More a push, aiming towards mid-on, than a proper defensive shot.",,,"192. RJ Burns b  Shami
Test Match#: 54.0: v England at Leeds in 2021 (1st innings)",Shami
54,193,JM Bairstow,caught,V Kohli,29,2,v England,Leeds,England,25-Aug-21,Test # 2432,shami-wkt-193,"Kohli takes a low catch to his left. Didn't have to move much but it was inches above the ground. A fuller one outside off, just hangs his bat out and gets an outside edge. Pant also dived across but it was away from him. That too could have been a distraction for Kohli but he took it so casually.",,,"193. JM Bairstow c V Kohli b Shami
Test Match#: 54.0: v England at Leeds in 2021 (1st innings)",Shami
54,194,JC Buttler,caught,I Sharma,7,2,v England,Leeds,England,25-Aug-21,Test # 2432,shami-wkt-194,"gone, Shami bags another! It's quite full on leg stump, and India did have two in front of square on the leg side - a short midwicket and a forward square leg - but they probably didn't think Buttler would flick one in the air and straight at the latter.",,InField,"194. JC Buttler c I Sharma b Shami
Test Match#: 54.0: v England at Leeds in 2021 (1st innings)",Shami
54,195,C Overton,lbw,,32,2,v England,Leeds,England,25-Aug-21,Test # 2432,shami-wkt-195,"nips in and pins him on the front pad! Richard Kettleborough doesn't take too long to think about it, but Overton reviews anyway, I suspect largely because he can. Lovely line, 87mph/139kph and it beats an attempted whip to leg - hitting the top of middle, according to ball-tracking! Shami gets his fourth and this innings is almost done.",,,"195. C Overton lbw  Shami
Test Match#: 54.0: v England at Leeds in 2021 (1st innings)",Shami
55,196,KD Petersen,bowled,,15,2,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-196,Shami has Petersen chopping on with the third ball after lunch. Shami pushes it fuller and it seams back into Petersen. The crease-bound batter drives loosely and plays it on via an inside edge.,,,"196. KD Petersen b  Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (1st innings)",Shami
55,197,AK Markram,bowled,,13,2,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-197,"Shami bests Markram. Hits the top of off. Cracking delivery from Shami. On a length, threatens to come in with the angle but seams away late to open up the batter, beat the outside edge and hit the top of off.",,,"197. AK Markram b  Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (1st innings)",Shami
55,198,PWA Mulder,caught,RR Pant,12,2,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-198,"Shami thanks he has his man and Mulder has been given out. Full tempter outside off from Shami. Mulder shelved the big drive last over, but this time he goes for it and just nicks it behind to Pant.",,Keeper,"198. PWA Mulder c RR Pant b Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (1st innings)",Shami
55,199,T Bavuma,caught,RR Pant,52,2,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-199,Fifty and out as Shami strikes again for India. On the fuller side of a good length and nips away slightly. Bavuma hangs his bat out before belatedly pulling it inside the line. Shami snags the outside edge and Pant pouches a simple catch. Wicket no.4 for Shami this game and his 199th Test wicket overall.,,Keeper,"199. T Bavuma c RR Pant b Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (1st innings)",Shami
55,200,K Rabada,caught,RR Pant,25,2,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-200,"200th Test wickets for Shami. Also, completes the five-wicket haul. A length ball just outside off. Rabada hangs his bat out, gets an outside edge and Pant takes the catch behind the stumps.",Yes,Keeper,"200. K Rabada c RR Pant b Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (1st innings)",Shami
55,201,AK Markram,bowled,,1,4,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-201,"castled. Shami is relentless. Got the batter's mind all scrambled with the first two balls and keeps this one within whispering distance of off stump. Markram was shaping to play it, decided too late he could leave it, but couldn't get the bat out of the way in time. Ball hits inside edge and ricochets onto stumps..",,,"201. AK Markram b  Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (2nd innings)",Shami
55,202,PWA Mulder,caught,RR Pant,1,4,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-202,"Mulder feathers it behind for 1. Another top ball from Shami. The seam is bolt upright as the ball leaves Shami's hand. On a fuller side of a good length, starts just outside off and straightening away to take the outside edge and settle into the gloves of Pant.",,Keeper,"202. PWA Mulder c RR Pant b Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (2nd innings)",Shami
55,203,M Jansen,caught,RR Pant,13,4,v South Africa,Centurion,South Africa,26-Dec-21,Test # 2443,shami-wkt-203,"this time Shami gets an outside edge. Pant does the rest, gets to low to his right to pouch it. It was similar to the last delivery, on a good length around fourth stump. Jansen comes forward to defend but manages only an outside edge. India two away now.",,Keeper,"203. M Jansen c RR Pant b Shami
Test Match#: 55.0: v South Africa at Centurion in 2021 (2nd innings)",Shami
56,204,AK Markram,lbw,,7,2,v South Africa,Johannesburg,South Africa,03-Jan-22,Test # 2445,shami-wkt-204,"Shami brings that one in to rap Markram on the pads. Up goes the finger. A length ball around off and coming in, Markram was looking to play it on the leg side, gets beaten on the inside edge and the ball would have gone on to crash into middle and leg.",,,"204. AK Markram lbw  Shami
Test Match#: 56.0: v South Africa at Johannesburg in 2022 (1st innings)",Shami
56,205,K Rabada,caught,Mohammed Siraj,0,2,v South Africa,Johannesburg,South Africa,03-Jan-22,Test # 2445,shami-wkt-205,"and he's holed out to mid-on. Soft dismissal. Shami had kept the first two ball wide outside off, this one is coming into him and on off, he's looking to drive again, ball lobs up off the inside half for the easiest of catches.",,InField,"205. K Rabada c Mohammed Siraj b Shami
Test Match#: 56.0: v South Africa at Johannesburg in 2022 (1st innings)",Shami
56,206,HE van der Dussen,caught,CA Pujara,40,4,v South Africa,Johannesburg,South Africa,03-Jan-22,Test # 2445,shami-wkt-206,"finally Shami gets some reward. Length outside off and moving away. Rassie was half-forward as he looks to defend it, gets an outside edge and Pujara pouches at first slip.",,slip-cordon,"206. HE van der Dussen c CA Pujara b Shami
Test Match#: 56.0: v South Africa at Johannesburg in 2022 (2nd innings)",Shami
57,207,T Bavuma,caught,V Kohli,28,2,v South Africa,Cape Town,South Africa,11-Jan-22,Test # 2448,shami-wkt-207,"excellent catch by Kohli, Shami breaks the stand. Shami pulls his length just a little back. In the corridor and Bavuma just hangs his bat out. Gets an outside edge as the ball shapes away. It goes low to Kohli's left at second slip and for a moment, it felt like this too will fall short but Kohli swooped low and across and pouched it with both hands, centimetres above the ground. That was Kohli's 100th catch in Test cricket.",,slip-cordon,"207. T Bavuma c V Kohli b Shami
Test Match#: 57.0: v South Africa at Cape Town in 2022 (1st innings)",Shami
57,208,K Verreynne,caught,RR Pant,0,2,v South Africa,Cape Town,South Africa,11-Jan-22,Test # 2448,shami-wkt-208,"Shami gets two in one over. A length ball around fifth stump, Verreynne comes forward, a tentative poke and Shami once again finds the outside edge with that slight away movement. It goes low to Pant's right, he dives across to grab this.",,Keeper,"208. K Verreynne c RR Pant b Shami
Test Match#: 57.0: v South Africa at Cape Town in 2022 (1st innings)",Shami
57,209,AK Markram,caught,KL Rahul,16,4,v South Africa,Cape Town,South Africa,11-Jan-22,Test # 2448,shami-wkt-209,"and this edge goes to hand. Markram will not be happy with himself for that. He had just edged one past the cordon last ball, another outswinger and he goes for another booming drive at it, Rahul at third slip takes a smart catch to his left..",,slip-cordon,"209. AK Markram c KL Rahul b Shami
Test Match#: 57.0: v South Africa at Cape Town in 2022 (2nd innings)",Shami
58,210,L Embuldeniya,caught,MA Agarwal,0,2,v Sri Lanka,Mohali,India,04-Mar-22,Test # 2452,shami-wkt-210,"excellent bouncer from Shami. Angling in at the batter from around the wicket. Between shoulder and head. Embuldeniya takes his eyes off, fends at it and the ball lobs on the leg side. Agarwal takes an easy catch moving a couple steps forward from catching short leg.",,close-in,"210. L Embuldeniya c MA Agarwal b Shami
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (1st innings)",Shami
58,211,FDM Karunaratne,caught,RR Pant,27,3,v Sri Lanka,Mohali,India,04-Mar-22,Test # 2452,shami-wkt-211,"got him, that's a terrific delivery and a superb low catch from Pant! Not much Karunaratne could have done about this ball, It's on the fuller side of a length, and it's angling into the stumps, but it hits the seam and straightens - properly straightens - and Karunaratne, who's been opened up by the angle and is looking to push towards mid-on, gets a thick edge that dies on its way to the keeper. Great work from Pant to fall forwards and scoop it up inches from the ground.",,Keeper,"211. FDM Karunaratne c RR Pant b Shami
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (2nd innings)",Shami
58,212,MVT Fernando,lbw,,0,3,v Sri Lanka,Mohali,India,04-Mar-22,Test # 2452,shami-wkt-212,given lbw but Fernando want to review this. Was a length ball that nipped back in sharply. Fernando was looking to defend but got beaten on the inside edge and was struck on the back leg. The ball would have gone on to take the leg stump out. India one wicket away.,,,"212. MVT Fernando lbw  Shami
Test Match#: 58.0: v Sri Lanka at Mohali in 2022 (2nd innings)",Shami
59,213,FDM Karunaratne,bowled,,4,2,v Sri Lanka,Bengaluru,India,12-Mar-22,Test # 2456,shami-wkt-213,"and he strikes first ball. A length ball around off, nips back in to breach the gap between bat and pad as Karunaratne ends up defending down the original line, When everyone thought the Indian spinners will rule the roost, Bumrah and Shami have taken the first three wickets in no time.",,,"213. FDM Karunaratne b  Shami
Test Match#: 59.0: v Sri Lanka at Bengaluru in 2022 (1st innings)",Shami
59,214,DM de Silva,lbw,,10,2,v Sri Lanka,Bengaluru,India,12-Mar-22,Test # 2456,shami-wkt-214,"jags back in from a length outside off. Catches de Silva on the crease, beats the inside edge and hits him on the pads. An appeal for lbw but given not out. Rohit ponders for a while before going for the review. It hit him on the back leg, just above the knee roll. There was no bat involved. The impact was in front of middle stump and the ball-tracking says it would have gone on to hit the top of middle and leg.",,,"214. DM de Silva lbw  Shami
Test Match#: 59.0: v Sri Lanka at Bengaluru in 2022 (1st innings)",Shami
60,215,MJ Leach,caught,RR Pant,0,2,v England,Birmingham,England,01-Jul-22,Test # 2470,shami-wkt-215,"no mistake this time, Leach nicked off! Superb line and he feels like he has to play, but can only divert a thin edge through to Pant, who gratefully swallows the chance. Shami finally has a wicket his mastery deserves, and England are five down for less than 100 (and less than India were, too).",,Keeper,"215. MJ Leach c RR Pant b Shami
Test Match#: 60.0: v England at Birmingham in 2022 (1st innings)",Shami
60,216,JM Bairstow,caught,V Kohli,106,2,v England,Birmingham,England,01-Jul-22,Test # 2470,shami-wkt-216,"what a bowling change. You can give the assist for this wicket to Bumrah. Shami pushes one up outside off, Bairstow, who had been tied up by Bumrah, sees a release shot, swings hard at it, gets a healthy edge, and Kohli takes a superb catch at first slip because this one is flying.",,slip-cordon,"216. JM Bairstow c V Kohli b Shami
Test Match#: 60.0: v England at Birmingham in 2022 (1st innings)",Shami
61,217,DA Warner,bowled,,1,1,v Australia,Nagpur,India,09-Feb-23,Test # 2490,shami-wkt-217,"the rough patches haven't yet come into play, and Australia have lost two of their left-hand batters. That off stump has gone on a cartwheel. This is nigh unplayable. On a length, just outside off, seams in just a little, goes past the inside edge, hits him on the pad, and then ricochets onto the top of off. He was lbw if he hadn't been bowled. That's how comprehensive this is.",,,"217. DA Warner b  Shami
Test Match#: 61.0: v Australia at Nagpur in 2023 (1st innings)",Shami
61,218,NM Lyon,bowled,,8,3,v Australia,Nagpur,India,09-Feb-23,Test # 2490,shami-wkt-218,takes out leg stump! Great sight for a fast bowler. A full inswinger which Lyon plays all around. Shami sent a stump flying early in the game and he's sent one flying near the end.,,,"218. NM Lyon b  Shami
Test Match#: 61.0: v Australia at Nagpur in 2023 (2nd innings)",Shami
61,219,SM Boland,lbw,,0,3,v Australia,Nagpur,India,09-Feb-23,Test # 2490,shami-wkt-219,"big appeal for lbw and given! Length ball, swinging in late, they may as well review it. Shami has got the ball going. Is it just sliding down? No, it's umpire's call on leg stump.",,,"219. SM Boland lbw  Shami
Test Match#: 61.0: v Australia at Nagpur in 2023 (2nd innings)",Shami
62,220,DA Warner,caught,KS Bharat,15,1,v Australia,Delhi,India,17-Feb-23,Test # 2493,shami-wkt-220,"edged, and taken! That's a beauty. Round the wicket gets Warner again. In the channel outside off, straightens on him and it's nicked to the keeper.",,Keeper,"220. DA Warner c KS Bharat b Shami
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)",Shami
62,221,TM Head,caught,KL Rahul,12,1,v Australia,Delhi,India,17-Feb-23,Test # 2493,shami-wkt-221,"edged and taken by Rahul. Good overhead catch at second slip. Back of a length and holds its line outside off from round the stumps. Head throws his hands at the ball, and those are hard hands. The outside edge flies to the left of Rahul, but he adjusts well and grabs the ball over his head.",,slip-cordon,"221. TM Head c KL Rahul b Shami
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)",Shami
62,222,NM Lyon,bowled,,10,1,v Australia,Delhi,India,17-Feb-23,Test # 2493,shami-wkt-222,"through him! Classical stuff from Shami. Full and straight, Lyon goes for a big drive and off stump goes for a walk. Bit loose from Lyon after some solid defence.",,,"222. NM Lyon b  Shami
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)",Shami
62,223,MP Kuhnemann,bowled,,6,1,v Australia,Delhi,India,17-Feb-23,Test # 2493,shami-wkt-223,"and that's that (this time)...back of a length from round the wicket, spears through Kuhnemann's prod and into the top of leg stump. Four for Shami.",,,"223. MP Kuhnemann b  Shami
Test Match#: 62.0: v Australia at Delhi in 2023 (1st innings)",Shami
63,224,M Labuschagne,bowled,,3,1,v Australia,Ahmedabad,India,09-Mar-23,Test # 2499,shami-wkt-224,"chops on, the leg stump is dislodged! Marnus looks to push at the ball away from his body, but it goes on to hit the base of middle and leg stumps, and leaves him shattered. Shami bowled on a fullish length just outside off - and with the seam up - as the ball darted in, and found the gap between Marnus' bat and pad. Looked like it kept lower than what we thought too, but still, his hands were far from his body.",,,"224. M Labuschagne b  Shami
Test Match#: 63.0: v Australia at Ahmedabad in 2023 (1st innings)",Shami
63,225,PSP Handscomb,bowled,,17,1,v Australia,Ahmedabad,India,09-Mar-23,Test # 2499,shami-wkt-225,"bowled him! Handscomb pays the price for sitting deep and leg side. Good length, off stump line, he played for some tail in and played the wrong line trying to defend, it beat the outside edge an flattened off stump!.",Yes,,"225. PSP Handscomb b  Shami
Test Match#: 63.0: v Australia at Ahmedabad in 2023 (1st innings)",Shami
64,226,M Labuschagne,bowled,,26,1,v Australia,The Oval,England,07-Jun-23,Test # 2505,shami-wkt-226,"and Shami produces the wicket immediately. Goes really full, seam-up, Labuschagne tries the drive but his front foot is stuck on the crease. It is a half-volley, he should be able to cover it, but it seams in appreciably to beat his inside edge and uproot the off stump. India right back in it.",,,"226. M Labuschagne b  Shami
Test Match#: 64.0: v Australia at The Oval in 2023 (1st innings)",Shami
64,227,C Green,caught,Shubman Gill,6,1,v Australia,The Oval,England,07-Jun-23,Test # 2505,shami-wkt-227,"gone, and India are fighting back here. Terrific line and length from Shami. Goes wide on the crease to create an inward angle on the fullish ball outside off stump. It finishes quite wide, but perhaps gives Green the illusion that it's close enough for the drive. It isn't, and he goes at the ball with an angled bat. Thick edge flies towards the shoulder of Shubman Gill at second slip, and he takes it superbly, reverse-cupping it while falling to his right. It was travelling at some speed.",,slip-cordon,"227. C Green c Shubman Gill b Shami
Test Match#: 64.0: v Australia at The Oval in 2023 (1st innings)",Shami
64,228,MA Starc,caught,V Kohli,41,3,v Australia,The Oval,England,07-Jun-23,Test # 2505,shami-wkt-228,"gone. Similar ball to the previous one, fullish and angling into the fifth-stump channel nbefore straightening off the seam, and this time Starc's attempt to slog it over mid-on ends up as an edge that flies to Kohli at first slip. Takes it at waist height to his left.",,InField,"228. MA Starc c V Kohli b Shami
Test Match#: 64.0: v Australia at The Oval in 2023 (2nd innings)",Shami
64,229,PJ Cummins,caught,AR Patel (sub),5,3,v Australia,The Oval,England,07-Jun-23,Test # 2505,shami-wkt-229,"skied to point! Length ball outside off, Cummins cleared front leg and tried to launch down the ground but only succeeded in slicing it high to point and Axar cruises under it to take the catch. Cummins and Carey both run off the ground together.",,InField,"229. PJ Cummins c AR Patel (sub) b Shami
Test Match#: 64.0: v Australia at The Oval in 2023 (2nd innings)",Shami
