TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,Innings,Opposition,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails
36,167,Mujeeb Ur Rahman,stumped,KD Karthik,15,2,v Afghanistan,Bengaluru,India,14 Jun 2018,Test # 2307,jadeja-wkt-167,"six, four, four, and out! A T20 finish to the innings. Mujeeb shows his ace early and steps down the track. Jadeja pulls his length back and beats the batsman in flight. He swings and only collects fresh air. DK breaks the bails off for his first dismissal on return. 109/10",,,"167. Mujeeb Ur Rahman st KD Karthik b Jadeja
Test Match#: 36.0: v Afghanistan at Bengaluru in 2018 (1st innings)"
36,168,Asghar Afghan,caught,S Dhawan,25,3,v Afghanistan,Bengaluru,India,14 Jun 2018,Test # 2307,jadeja-wkt-168,"23.4 Another impatient shot, and another wicket. After 13 straight dots, Stanikzai steps down the track and looks to hoick it over midwicket. Jadeja drags his length back and finds some turn again. Stanikzai ends up slicing a catch to Dhawan at extra cover 61/5",,,"168. Asghar Afghan c S Dhawan b Jadeja
Test Match#: 36.0: v Afghanistan at Bengaluru in 2018 (2nd innings)"
36,169,Afsar Zazai,bowled,,1,3,v Afghanistan,Bengaluru,India,14 Jun 2018,Test # 2307,jadeja-wkt-169,"Jadeja hits the off stump for his second wicket in two overs. Pushed through from around the wicket, drifts in on middle, then breaks away just enough to beat the outside edge and bowl Zazai. 62/6 ",,,"169. Afsar Zazai b  Jadeja
Test Match#: 36.0: v Afghanistan at Bengaluru in 2018 (2nd innings)"
36,170,Rashid Khan,bowled,,12,3,v Afghanistan,Bengaluru,India,14 Jun 2018,Test # 2307,jadeja-wkt-170,"Jadeja has Rashid chopping an arm ball back onto the stumps. Short and arrowed in, but keeps low and foils Rashid's cut. He drags it back onto the stumps. India three away from victory on the second day. 82/7 ",,,"170. Rashid Khan b  Jadeja
Test Match#: 36.0: v Afghanistan at Bengaluru in 2018 (2nd innings)"
36,171,Mujeeb Ur Rahman,caught,UT Yadav,3,3,v Afghanistan,Bengaluru,India,14 Jun 2018,Test # 2307,jadeja-wkt-171,"Umesh dives full-length to his left from mid-on and plucks a smart catch. Pushed through flat outside off, Mujeeb looks to hoist it over the fielder but he can only toe end it to Umesh. India one away from victory in two days. 98/9",,InField,"171. Mujeeb Ur Rahman c UT Yadav b Jadeja
Test Match#: 36.0: v Afghanistan at Bengaluru in 2018 (2nd innings)"
37,172,KK Jennings,caught,KL Rahul,23,1,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-172,"Jennings goes! And out of nowhere, India strike! A familiar dismissal for Jadeja too, a tight wicket-to-wicket line, an attempted nudge to leg, but it comes straight off the face of the bat to leg slip! Cook, as mentioned, has been undone in that manner in recent times... Jennings will doubtless have just reminded him of the danger. And he is livid as he departs, thumping his bat with his glove as he walks off. 60/1 ",,close-in,"172. KK Jennings c KL Rahul b Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (1st innings)"
37,173,BA Stokes,lbw,,11,1,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-173,"skids it through and Stokes is nailed on the pads! That is plumb, he lined up the wrong stroke to that delivery, it was too fast and flat to be working through midwicket, and England's evening stumble in the park is gathering pace!. 171/5 ",,,"173. BA Stokes lbw  Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (1st innings)"
37,174,SCJ Broad,caught,KL Rahul,38,1,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-174,"KL Rahul is not dropping anything here. This is a sensational catch. A catch that is not quite appreciated enough when watching on TV. Broad tries to drive a length ball over mid-on, gets too much under it, and hangs it up in the air, but it looks like it will clear Rahul. Rahul, though, sprints back, keeping an eye on the ball, sees it fall over his shoulder, and then dives full length to catch it. Rahul has had a great catching series. 312/9 ",,InField,"174. SCJ Broad c KL Rahul b Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (1st innings)"
37,175,JC Buttler,caught,AM Rahane,89,1,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-175,"and Jadeja ends the innings. India refuse to give him the easy single to manipulate the strike, and it works for them. Buttler looks for the big shot to a length ball, it is not on, the ball turns, and takes a thick edge to slip where Rahne takes a good catch. Buttler ends on 89 and walks off to a big applause. 332/10",,slip-cordon,"175. JC Buttler c AM Rahane b Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (1st innings)"
37,176,MM Ali,bowled,,20,3,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-176,"bowled through the gate! Well, the new nut has done the trick for India, but that was also an unnecessarily loose drive out of that dangerous rough from Moeen, a man who has done well to shelve his flights of fancy in this match, but couldn't resist this time. It was, also, to be fair, a fine ball, biting off the ideal line and length and crashing into the stumps, via an inside-edge. A timely strike!. 62/2 ",,,"176. MM Ali b  Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (2nd innings)"
37,177,JC Buttler,caught,Mohammed Shami,0,3,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-177,"Jadeja gets a wicket after so many overs. Buttler plays a low-percentage shot looking for quick runs. Looks to hit across the line of a wide full ball, the ball turns, takes a thick edge, and lobs up for a catch. Hang on. They are checking the no-ball. It is very close. The umpire has to decide whether his heel is in the air behind the crease when the toe lands. It is not very clear either way but the benefit of the doubt goes to the bowler. 356/6 ",,,"177. JC Buttler c Mohammed Shami b Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (2nd innings)"
37,178,BA Stokes,caught,KL Rahul,37,3,v England,The Oval,England,7 Sep 2018,Test # 2318,jadeja-wkt-178,"panned into the deep, Rahul at deep midwicket steadies himself, and pockets the catch - his 14th of a prolific series. The end of a decent cameo, but England aren't quite done yet. 397/7",,Outfield,"178. BA Stokes c KL Rahul b Jadeja
Test Match#: 37.0: v England at The Oval in 2018 (2nd innings)"
38,179,SW Ambris,caught,AM Rahane,12,2,v West Indies,Rajkot,India,4 Oct 2018,Test # 2319,jadeja-wkt-179,"and Jadeja's back at it. Ambris attempts an extravagant shot through the off side and edges to the cordon for his troubles. Nicely looped up outside off, full but just enough time to start turning as Ambris reaches out swinging extravagantly and sends a catch flying to first slip. 49/5",,slip-cordon,"179. SW Ambris c AM Rahane b Jadeja
Test Match#: 38.0: v West Indies at Rajkot in 2018 (1st innings)"
38,180,KMA Paul,caught,UT Yadav,15,3,v West Indies,Rajkot,India,4 Oct 2018,Test # 2319,jadeja-wkt-180,"not struck cleanly and this is a simple catch to long-off. Why would you play that when there's a man for protection at long-off? Not sure. If this isn't a brain fade, I don't know what is. West Indies have all the time in the world to do some soul searching.. 172/7 ",,Outfield,"180. KMA Paul c UT Yadav b Jadeja
Test Match#: 38.0: v West Indies at Rajkot in 2018 (2nd innings)"
38,181,SH Lewis,lbw,,4,3,v West Indies,Rajkot,India,4 Oct 2018,Test # 2319,jadeja-wkt-181,"that looks plumb. It's given and they won't review. Full ball on middle stump, he looks to drive into the leg side with the angle. But on this occasion, Jadeja gets it to grip and turn. It's headed towards middle and it is given. 192/9 ",,,"181. SH Lewis lbw  Jadeja
Test Match#: 38.0: v West Indies at Rajkot in 2018 (2nd innings)"
38,182,ST Gabriel,caught,Kuldeep Yadav,4,3,v West Indies,Rajkot,India,4 Oct 2018,Test # 2319,jadeja-wkt-182,"taken at long-on! Gabriel looks to go big yet again. This time Jadeja has lobbed it up slower. So he ends up dragging it off the inside half of the bat, out to Kuldeep. India win by an innings and 272 runs. 196/10",,Outfield,"182. ST Gabriel c Kuldeep Yadav b Jadeja
Test Match#: 38.0: v West Indies at Rajkot in 2018 (2nd innings)"
39,183,SD Hope,caught,AM Rahane,28,3,v West Indies,Hyderabad,India,12 Oct 2018,Test # 2321,jadeja-wkt-183,"guides it straight to slip! West Indies crumbling and their most solid batsman on the day is gone. Jadeja hits the same line on off stump, but he pulls the length back a touch and this allows the ball to turn. Hope follows with his hands and opens the face as it spins away. Rahane with a comfortable catch to his right. 45/4 ",,slip-cordon,"183. SD Hope c AM Rahane b Jadeja
Test Match#: 39.0: v West Indies at Hyderabad in 2018 (2nd innings)"
39,184,JO Holder,caught,RR Pant,19,3,v West Indies,Hyderabad,India,12 Oct 2018,Test # 2321,jadeja-wkt-184,"has he got him? There's a big appeal, not given. Fizz and turn for Jadeja. Ian Gould not convinced, Holder doesn't seem worried. India have reviewed. Holder prods forward to defend but is beaten by the bite off the pitch. Did it kiss the edge or not is the question. Yes, ultraedge confirms a spike, so there was a very faint nick, enough for the third umpire to over-turn the onfield decision and Holder is gone! Pant fumbled just a bit but managed to hold on.. 108/7 ",,Keeper,"184. JO Holder c RR Pant b Jadeja
Test Match#: 39.0: v West Indies at Hyderabad in 2018 (2nd innings)"
39,185,SW Ambris,lbw,,38,3,v West Indies,Hyderabad,India,12 Oct 2018,Test # 2321,jadeja-wkt-185,"plays all around this one. Was looking to sweep, then looked to turn this to square leg, but is beaten by the straighter one. This would've crashed into middle and leg. Ambris reviews though. There was some glove but after it hit the pad. Hit on the flap alright, but he was so far back inside the crease that the ball didn't have much distance to travel. Also the leg stump was visible at the point of impact. As far as decisions go, it can't get more straightforward than that.. 109/8",,,"185. SW Ambris lbw  Jadeja
Test Match#: 39.0: v West Indies at Hyderabad in 2018 (2nd innings)"
40,186,UT Khawaja,caught,MA Agarwal,21,2,v Australia,Melbourne,Australia,26 Dec 2018,Test # 2337,jadeja-wkt-186,"taken at short leg! Jadeja changes up the pace, gets it slower, gets it dipping and gets it spinning back into Khawaja. He's on the front foot early and pushing a little in front of the body. That's all it takes Thick inside edge and Agarwal holds on. 53/3 ",,close-in,"186. UT Khawaja c MA Agarwal b Jadeja
Test Match#: 40.0: v Australia at Melbourne in 2018 (1st innings)"
40,187,MR Marsh,caught,AM Rahane,9,2,v Australia,Melbourne,Australia,26 Dec 2018,Test # 2337,jadeja-wkt-187,"Tickled to first slip? India celebrate even before the umpire raises his finger. Marsh now drags himself off the field. 92ks, flatter and slides back into Marsh, then breaks out of the rough. Marsh looks to force it into the leg side with a whip. He ends up edging it onto the pad, and the ball loops to slip. Marsh does not even bother asking for a review, which suggests he has snicked it. 102/6",,slip-cordon,"187. MR Marsh c AM Rahane b Jadeja
Test Match#: 40.0: v Australia at Melbourne in 2018 (1st innings)"
40,188,MS Harris,caught,MA Agarwal,13,4,v Australia,Melbourne,Australia,26 Dec 2018,Test # 2337,jadeja-wkt-188,"This sticks into the hands of Agarwal at short leg and Harris has to go. Jadeja tosses it outside off and gets it to turn in, Harris prods and inside-edges it onto his pad. The ball lobs to short leg, where Agarwal just about hangs onto it. 33/2 ",,close-in,"188. MS Harris c MA Agarwal b Jadeja
Test Match#: 40.0: v Australia at Melbourne in 2018 (2nd innings)"
40,189,MR Marsh,caught,V Kohli,10,4,v Australia,Melbourne,Australia,26 Dec 2018,Test # 2337,jadeja-wkt-189,"Jadeja leaves Australia five down and sinking. Good overhead catch from Kohli at short cover. Jadeja pushes it through outside off. No real turn. Marsh, having slog-swept Jadeja for six off his previous ball, now aims to slam him over the covers. He only hands a catch to Kohli. 135/5 ",,InField,"189. MR Marsh c V Kohli b Jadeja
Test Match#: 40.0: v Australia at Melbourne in 2018 (2nd innings)"
40,190,TD Paine,caught,RR Pant,26,4,v Australia,Melbourne,Australia,26 Dec 2018,Test # 2337,jadeja-wkt-190,"got him! That angle has worked for Jadeja. Length ball sliding across the batsman, and Paine looks to cut. The ball stays low, finds the bottom-edge off his bat, and Pant has done very well to hold on to this catch. Drinks break too. 176/7",,Keeper,"190. TD Paine c RR Pant b Jadeja
Test Match#: 40.0: v Australia at Melbourne in 2018 (2nd innings)"
41,191,MS Harris,bowled,,79,2,v Australia,Sydney,Australia,3 Jan 2019,Test # 2339,jadeja-wkt-191,"played on! Oh dear, Harris what have you done? Jadeja gives out a roar as Harris stands there gobsmacked. Length ball outside off, and Harris tries to play a square cut late, but the ball stays slightly low, takes the under-edge off his bat, and then clips the top of leg stump. Applause for Harris as he makes his way back. 128/2 ",,,"191. MS Harris b  Jadeja
Test Match#: 41.0: v Australia at Sydney in 2019 (1st innings)"
41,192,SE Marsh,caught,AM Rahane,8,2,v Australia,Sydney,Australia,3 Jan 2019,Test # 2339,jadeja-wkt-192,"and an easy catch at first slip. Length around off, Marsh hangs his bat out, perhaps playing for spin but it holds its line and Rahane takes it around knee-height to his left. 144/3",,slip-cordon,"192. SE Marsh c AM Rahane b Jadeja
Test Match#: 41.0: v Australia at Sydney in 2019 (1st innings)"
42,193,SSJ Brooks,caught,AM Rahane,11,2,v West Indies,North Sound,West Indies,22 Aug 2019,Test # 2358,jadeja-wkt-193,"lobs up for first slip off Pant's leg and Rahane holds onto a simple catch. Looks like an arm ball from Jadeja, in the corridor. He backs away and looks to cut. it's onto him too quickly, he gets an outside edge that's too rapid for the keeper. Balloons harmlessly to Rahane's right though and that's the innings. 50/3 ",,slip-cordon,"193. SSJ Brooks c AM Rahane b Jadeja
Test Match#: 42.0: v West Indies at North Sound in 2019 (1st innings)"
42,194,ML Cummins,bowled,,0,2,v West Indies,North Sound,West Indies,22 Aug 2019,Test # 2358,jadeja-wkt-194,"full, on off, and he goes for a wild slog over the leg side. But Jadeja has skidded this through, and the batsman's off-stump is knocked back. West Indies all out for 222. 222/10",,,"194. ML Cummins b  Jadeja
Test Match#: 42.0: v West Indies at North Sound in 2019 (1st innings)"
43,195,KAJ Roach,caught,MA Agarwal,17,2,v West Indies,Kingston,West Indies,30 Aug 2019,Test # 2359,jadeja-wkt-195,"they're all out! Will India ask WI to follow-on? Full outside off from Jadeja, and he tries to smack one over cover. Slices it to the fielder on the 30-yard circle, and India have bowled WI out for 117. 117/10",,,"195. KAJ Roach c MA Agarwal b Jadeja
Test Match#: 43.0: v West Indies at Kingston in 2019 (1st innings)"
43,196,RL Chase,lbw,,12,4,v West Indies,Kingston,West Indies,30 Aug 2019,Test # 2359,jadeja-wkt-196,"Reiffel raises his finger! Full on off, and skidding into his pads. He tries to defends but the ball goes past the inside-half of his bat and hits the front leg. WI review. Replays show that it pitched on leg, struck him on front of leg, and would've ""just about clipped"" leg stump. Umpire's call, says ball-tracking, so Chase has to go. 97/3 ",,,"196. RL Chase lbw  Jadeja
Test Match#: 43.0: v West Indies at Kingston in 2019 (2nd innings)"
43,197,JN Hamilton,caught,KL Rahul,0,4,v West Indies,Kingston,West Indies,30 Aug 2019,Test # 2359,jadeja-wkt-197,"taken at slip! But Jadeja has nearly fluffed that with another no-ball! Oh boy. He breathes a sigh of relief as third umpire deems he has enough of the heel behind the line. Length ball spits up outside off, met with a lazy push on the front foot, and it bobs up off the glove, it looked like. Easily taken by Rahul. 177/7 ",,slip-cordon,"197. JN Hamilton c KL Rahul b Jadeja
Test Match#: 43.0: v West Indies at Kingston in 2019 (2nd innings)"
43,198,JO Holder,bowled,,39,4,v West Indies,Kingston,West Indies,30 Aug 2019,Test # 2359,jadeja-wkt-198,"middle stump gone! But they'll check for the no ball. Full on off, and angling into middle stump. Holder misses the slog, and Jadeja knocks his stumps back. India win by 257 runs. 210/10",,,"198. JO Holder b  Jadeja
Test Match#: 43.0: v West Indies at Kingston in 2019 (2nd innings)"
44,199,DL Piedt,bowled,,0,2,v South Africa,Visakhapatnam,India,2 Oct 2019,Test # 2363,jadeja-wkt-199,"GOT 'IM! Darts one in from wide of the crease, and Piedt was playing for the turn as he stretched forward. Went through him, and dislodged the middle stump in the process. The Indian spinners beginning to make merry!. 34/3 ",,,"199. DL Piedt b  Jadeja
Test Match#: 44.0: v South Africa at Visakhapatnam in 2019 (1st innings)"
44,200,D Elgar,caught,CA Pujara,160,2,v South Africa,Visakhapatnam,India,2 Oct 2019,Test # 2363,jadeja-wkt-200,"sprinting in and tumbling, is Pujara as he lunges forward to hold on to this top edge at square leg. Came running in from the boundary. Takes the catch for his Saurashtra buddy's 200th Test wicket. Elgar was disappointed as soon as this left the bat - a length ball outside off, he wanted to sweep. Ended up getting underneath it and got a top edge. Pujara, in all his slow-mo bustling glory, took it side on and made sure to hold it as he went to ground. A memorable innings from Elgar has ended. Standing ovation for him. 342/6",,InField,"200. D Elgar c CA Pujara b Jadeja
Test Match#: 44.0: v South Africa at Visakhapatnam in 2019 (1st innings)"
44,201,D Elgar,lbw,,2,4,v South Africa,Visakhapatnam,India,2 Oct 2019,Test # 2363,jadeja-wkt-201,"huge appeal and then they review with two second left on the clock. That's kept low at a middle stump line. My first thought was leading edge, but that has gone under the bat and hit him at shin height as he's looked to flick off the front foot...he's bowling around the wicket. Did that pitch in line? Yes it did! Skidding onto hit middle stump. Jadeja was raucous and violent with that appeal but it took a long time for Kohli to be convinced of the review, probably because he is around the wicket. But they've made the decision that's got South Africa's most solid batsman from the first innings. 4/1 ",,,"201. D Elgar lbw  Jadeja
Test Match#: 44.0: v South Africa at Visakhapatnam in 2019 (2nd innings)"
44,202,AK Markram,caught,RA Jadeja,39,4,v South Africa,Visakhapatnam,India,2 Oct 2019,Test # 2363,jadeja-wkt-202,"a brilliant caught-and-bowled. That's Markram, a big wicket. Is the end nigh? Was fuller on the stumps, Markram looked to go over the top once again, got it from the middle of the bat as well but couldn't get the required elevation. Jadeja hops in his follow through and snaffles it with his left hand. 70/6 ",,return catch,"202. AK Markram c RA Jadeja b Jadeja
Test Match#: 44.0: v South Africa at Visakhapatnam in 2019 (2nd innings)"
44,203,VD Philander,lbw,,0,4,v South Africa,Visakhapatnam,India,2 Oct 2019,Test # 2363,jadeja-wkt-203,"fuller on the stumps, Philander was looking to flick it away, misses and an appeal for lbw. Mind you, first slip caught the ball but did it pitch within the line of the stumps? India want to review this. Pitching around middle and leg, no bat involved and hit the batsman on the back pad in front of off. Would have gone on to hit the off stump. Three reds and that's a pair for Philander. 70/7 ",,,"203. VD Philander lbw  Jadeja
Test Match#: 44.0: v South Africa at Visakhapatnam in 2019 (2nd innings)"
44,204,KA Maharaj,lbw,,0,4,v South Africa,Visakhapatnam,India,2 Oct 2019,Test # 2363,jadeja-wkt-204,"almost an action replay of the last ball. Length ball on the stumps, spinning away to beat the bat and hits the back leg. Up goes the finger but Maharaj wants to review this. Once again no bat involved, hitting the back leg around off and middle and it's umpire's call on the stumps, would have clipped the off stick. So the original decision stays. Jadeja on a hat-trick. 70/8",,,"204. KA Maharaj lbw  Jadeja
Test Match#: 44.0: v South Africa at Visakhapatnam in 2019 (2nd innings)"
45,205,S Muthusamy,lbw,,7,2,v South Africa,Pune,India,10 Oct 2019,Test # 2364,jadeja-wkt-205,"big turn for Jadeja, and umpire Llong gives it out lbw rather belatedly. Muthusamy chats to his captain and reviews the on-field out decision. Good length, pitches outside off and breaks back in sharply, Muthusamy offers no shot and simply pads up to it. Threatening off stump, and yes the tracker suggests it would have clattered into off stump. Impact was outside off, but Muthusamy wasn't offering a shot here. SA continue to collapse around Faf. 139/7",,,"205. S Muthusamy lbw  Jadeja
Test Match#: 45.0: v South Africa at Pune in 2019 (1st innings)"
45,206,Q de Kock,bowled,,5,3,v South Africa,Pune,India,10 Oct 2019,Test # 2364,jadeja-wkt-206,"goes for the big slog-sweep and stumps rattled. Some sharp turn from outside off on a length. Quinton wanted to bash it into oblivion. There is no deep midwicket so he thought the shot is on. But he connected only with air, while the ball connects with the stumps.. 79/5 ",,,"206. Q de Kock b  Jadeja
Test Match#: 45.0: v South Africa at Pune in 2019 (2nd innings)"
45,207,T Bavuma,caught,AM Rahane,38,3,v South Africa,Pune,India,10 Oct 2019,Test # 2364,jadeja-wkt-207,"Rahane pulls off a stunner at slip forget that review off the previous ball, Bavuma's gone now. Tossed up and Bavuma is drawn into the drive, but it drifts and turns, clips his outside edge and goes very fine. Excellent reflexes by Rahane who sticks out his left hand near shoulder height and then the right hand closes around the ball too to ensure it doesn't pop out anywhere - all while diving to his left.. 125/6 ",,slip-cordon,"207. T Bavuma c AM Rahane b Jadeja
Test Match#: 45.0: v South Africa at Pune in 2019 (2nd innings)"
45,208,KA Maharaj,lbw,,22,3,v South Africa,Pune,India,10 Oct 2019,Test # 2364,jadeja-wkt-208,"given lbw but Maharaj has reviewed. Pitched it slightly shorter of a length and went with the arm but was it going down leg? No edge. And it's three reds on DRS so India have won by an innings and 137 runs and sealed the series. Struck in front of middle and leg, and going on to hit the stumps.. 189/10",,,"208. KA Maharaj lbw  Jadeja
Test Match#: 45.0: v South Africa at Pune in 2019 (2nd innings)"
46,209,Zubayr Hamza,bowled,,62,2,v South Africa,Ranchi,India,19 Oct 2019,Test # 2365,jadeja-wkt-209,"he gets his man anyway! Similar ball to the previous one, fired in from wide of the crease, and Hamza, who has preferred to stay on the back foot, goes back yet again, hoping to get enough room for a pull or a flick. The ball speeds on, beats his bat, and goes on to hit leg stump. Jadeja lets out a roar in approval, and Hamza's elegant resistance comes to an end. 107/4 ",,,"209. Zubayr Hamza b  Jadeja
Test Match#: 46.0: v South Africa at Ranchi in 2019 (1st innings)"
46,210,H Klaasen,bowled,,6,2,v South Africa,Ranchi,India,19 Oct 2019,Test # 2365,jadeja-wkt-210,"another top delivery from Jadeja! Tosses this up around off and middle, with a beautiful bit of drift. Klaasen comes forward, but doesn't have the perfect straight bat to defend. He's looking to perhaps poke this towards mid-wicket, but it pitches, fizzes past his bat and strikes the top of off. The dream delivery for a left-arm spinner!. 119/6",,,"210. H Klaasen b  Jadeja
Test Match#: 46.0: v South Africa at Ranchi in 2019 (1st innings)"
46,211,DL Piedt,bowled,,23,3,v South Africa,Ranchi,India,19 Oct 2019,Test # 2365,jadeja-wkt-211,"Piedt loses concentration for once, and that costs him his wicket! Uses his feet to skip down the wicket, and seeing this, Jadeja has pushed it through a touch quicker and flatter. He misses, Jadeja hits the top of leg stump, and South Africa slide closer to the end. 98/7",,,"211. DL Piedt b  Jadeja
Test Match#: 46.0: v South Africa at Ranchi in 2019 (2nd innings)"
49,212,LRPL Taylor,caught,UT Yadav,15,2,v New Zealand,Christchurch,New Zealand,29 Feb 2020,Test # 2387,jadeja-wkt-212,"leading edge, is it a chance? Yes, it is. Outstanding catch from Umesh running back from point. Deceived in flight as Jadeja shortened his length after seeing him advance, the ball spun away and Taylor couldn't resist. Looked to hoick to the leg side, got the leading edge and it was taken superbly.. 109/3 ",,InField,"212. LRPL Taylor c UT Yadav b Jadeja
Test Match#: 49.0: v New Zealand at Christchurch in 2020 (1st innings)"
49,213,C de Grandhomme,bowled,,26,2,v New Zealand,Christchurch,New Zealand,29 Feb 2020,Test # 2387,jadeja-wkt-213,"oh what a beauty. It was often repeated he is picked for his batting, but Jadeja is showing here he is no mug with the ball. He is a Test spinner of impeccable merit. Slows it down now, pitches it on middle, gets enough turn to go past the outside edge and hit the off stump. This is sensational stuff form India. 177/8",,,"213. C de Grandhomme b  Jadeja
Test Match#: 49.0: v New Zealand at Christchurch in 2020 (1st innings)"
50,214,PJ Cummins,caught,Mohammed Siraj,9,1,v Australia,Melbourne,Australia,26 Dec 2020,Test # 2398,jadeja-wkt-214,"goes for the slog sweep and a good catch by Siraj, pedalling back towards long-on. No five-for for Bumrah but India wrap up Australia under 200. Was a length ball around off and spinning away and Cummins decided there is no point playing the waiting game. Went for it but couldn't middle as the ball was spinning away. 195/10",,Outfield,"214. PJ Cummins c Mohammed Siraj b Jadeja
Test Match#: 50.0: v Australia at Melbourne in 2020 (1st innings)"
50,215,MS Wade,lbw,,40,3,v Australia,Melbourne,Australia,26 Dec 2020,Test # 2398,jadeja-wkt-215,"huge appeal for lbw and Jadeja has got his man. Wade reviews reluctantly. Goes too far across to work it to the leg side, given on the field. The leg stump was visible at the point of impact. Ball tracking comes back with three reds, gone! Did all the hard work, was looking increasingly comfortable against spin.. 98/4 ",,,"215. MS Wade lbw  Jadeja
Test Match#: 50.0: v Australia at Melbourne in 2020 (2nd innings)"
50,216,TD Paine,caught,RR Pant,1,3,v Australia,Melbourne,Australia,26 Dec 2020,Test # 2398,jadeja-wkt-216,"a big appeal for caught-behind, denied but Rahane has reviewed immediately. Was a length ball around off, it turned and bounced, Paine went for the cut but there is nothing on the HotSpot but Snicko has a spike. Paine has to walk back. 99/6",,Keeper,"216. TD Paine c RR Pant b Jadeja
Test Match#: 50.0: v Australia at Melbourne in 2020 (2nd innings)"
51,217,M Labuschagne,caught,AM Rahane,91,1,v Australia,Sydney,Australia,7 Jan 2021,Test # 2402,jadeja-wkt-217,"taken at slip. That's a wicket out of nowhwere almost, because Labuschagne was looking so comfortable. Length ball on off stump, he was going back and making room - he's been doing that - to punch through the offside but the ball bounced a bit more than he would have expected perhaps and took a thick edge. Rahane at slip is alert and pulls off a smart catch, low to his right.. 206/3 ",,slip-cordon,"217. M Labuschagne c AM Rahane b Jadeja
Test Match#: 51.0: v Australia at Sydney in 2021 (1st innings)"
51,218,MS Wade,caught,JJ Bumrah,13,1,v Australia,Sydney,Australia,7 Jan 2021,Test # 2402,jadeja-wkt-218,"Oh Matthew Wade! What have you done! Not much different from one of his earlier dismissals - against Ashwin - in the series. Uses his feet and looks to chip it towards midwicket but the ball stops at him, takes the leading edge and goes aerial towards mid-on. Bumrah pedals back there and takes it comfortably. 232/4 ",,InField,"218. MS Wade c JJ Bumrah b Jadeja
Test Match#: 51.0: v Australia at Sydney in 2021 (1st innings)"
51,219,PJ Cummins,bowled,,0,1,v Australia,Sydney,Australia,7 Jan 2021,Test # 2402,jadeja-wkt-219,"cleaned him up. Jadeja gave this one a lot of air, and got the flight perfect, ended up almost yorking Cummins, who played all around it. Seemed to lose it in the flight almost and was late to react. stumps broken. Jadeja's having quite a day. 278/7 ",,,"219. PJ Cummins b  Jadeja
Test Match#: 51.0: v Australia at Sydney in 2021 (1st innings)"
51,220,NM Lyon,lbw,,0,1,v Australia,Sydney,Australia,7 Jan 2021,Test # 2402,jadeja-wkt-220,"another full delivery gets Jadeja a wicket. This time it hits Lyon full on the shoe and the umpire had no hesitation in giving him out lbw. He reviews immediately but that's more in hope than anything else. No bat involved there, the impact is in line and Lyon is already near the boundary line as the third umpire asks for the Hawk-Eye. Would have crashed into middle and leg. 315/9",,,"220. NM Lyon lbw  Jadeja
Test Match#: 51.0: v Australia at Sydney in 2021 (1st innings)"
52,221,TG Southee,bowled,,30,2,v New Zealand,Southampton,England,18 Jun 2021,Test # 2425,jadeja-wkt-221,"bowled him, deflected off the pads on to leg stump! Jadeja cleans up after himself, fired in as Southee tries to make room and ends up playing on from deep in the crease. So New Zealand's lead is 32, and India will be back out to bat again shortly. 249/10",,,"221. TG Southee b  Jadeja
Test Match#: 52.0: v New Zealand at Southampton in 2021 (1st innings)"
55,222,H Hameed,bowled,,68,2,v England,Leeds,England,25 Aug 2021,Test # 2432,jadeja-wkt-222,"bowled 'im, top of off stump! Second one of the morning session, and Hameed will follow his opening partner back to the dressing room without going on to convert a half-century... It has been a strokeless spell for Hameed, before Jaddu gets one to grip just enough, beats the forward press and flicks off the bails. 159/2 ",,,"222. H Hameed b  Jadeja
Test Match#: 55.0: v England at Leeds in 2021 (1st innings)"
55,223,MM Ali,caught,AR Patel (sub),8,2,v England,Leeds,England,25 Aug 2021,Test # 2432,jadeja-wkt-223,"got him, England are collapsing here. Dangled up into the rough, and Moeen goes for the big hit and fails to clear mid-on. Was probably a little too close to the pitch of the ball to get the elevation he wanted. 383/7",,InField,"223. MM Ali c AR Patel (sub) b Jadeja
Test Match#: 55.0: v England at Leeds in 2021 (1st innings)"
56,224,MM Ali,caught,RG Sharma,35,2,v England,The Oval,England,2 Sep 2021,Test # 2433,jadeja-wkt-224,"Urgh... what a horror ending for Moeen! Jadeja throttles back to 56mph, tempts him with the wide one, draws a grotesque slog-sweep, and a huge skier into the covers! A priceless incision for India, just when they were beginning to wonder where the next chance would come from. 222/7 ",,InField,"224. MM Ali c RG Sharma b Jadeja
Test Match#: 56.0: v England at The Oval in 2021 (1st innings)"
